track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,siriusxm_spins,deezer_playlist_count,deezer_playlist_reach,amazon_playlist_count,pandora_streams,pandora_track_stations,soundcloud_streams,shazam_counts,explicit_track,spotify_id
Risk,Risk,Gracie Abrams,2024-05-01,USUG12401764,2617,27.6,41114784.0,2686.0,35162711.0,78.0,3726904.0,134081.0,,,,,41.0,5382.0,4.0,36.0,7998062.0,78.0,65016.0,138.0,,61468.0,False,5JiU3gLHz9AvUnrhXgOmos
"Nathy Peluso: Bzrp Music Sessions, Vol. 36","Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,2020-11-27,UYB282001011,2615,27.6,286381494.0,54422.0,8157305.0,61.0,445932496.0,5316366.0,517875.0,137985248.0,1257208158.0,19505413.0,37.0,3999.0,52.0,19.0,73121.0,8.0,221741.0,747.0,,1435096.0,False,78SeXVRJ7KCqVmOwTiFjnI
WY@,WY@,Brent Faiyaz,2023-09-19,QZNMX2317490,2609,27.6,54763093.0,15316.0,7846247.0,,14737929.0,247838.0,6009.0,10284542.0,72141490.0,1678363681.0,16.0,66225.0,29.0,1.0,644.0,8.0,4730630.0,1648.0,,536845.0,True,3ria9Axw5mheRAOoP9bnof
Acapulco,Acapulco,Jason Derulo,2021-09-03,USAT22102812,2608,27.6,442260324.0,67318.0,33339871.0,65.0,83588626.0,799248.0,42377.0,35703303.0,310298540.0,865166511.0,65.0,129690.0,160.0,34.0,1756415.0,18.0,47696206.0,7006.0,1797110.0,,False,3eJH2nAjvNXdmPfBkALiPZ
GHOST TOWN,GHOST TOWN,Benson Boone,2021-10-15,USWB12103472,2612,27.6,382177076.0,65369.0,34887197.0,66.0,78537068.0,806081.0,146179.0,60677641.0,629205287.0,968287446.0,46.0,105931.0,115.0,22.0,651078.0,14.0,27159277.0,7396.0,,1864419.0,False,6HuHyXviAdpmnQu73JHfBz
Bande organis,Bande organis,13 Organis,2020-08-15,FRX282066018,2625,27.5,267241905.0,62950.0,4938947.0,63.0,515808378.0,2686256.0,5066.0,641873.0,12209681.0,11896873.0,51.0,17239.0,,42.0,6246257.0,10.0,,,,2065953.0,True,205HNJ73cgpC0LAOnuQiWT
Only Human,Happiness Begins,Jonas Brothers,2019-06-07,USUG11901281,2634,27.5,508463163.0,58919.0,15436258.0,65.0,136979542.0,1457926.0,27246.0,6682986.0,45970559.0,168192621.0,66.0,350184.0,362.0,24.0,166715.0,17.0,181852656.0,50826.0,,7575291.0,False,0DiDStADDVh3SvAsoJAFMk
Daddy Issues,Wiped Out!,The Neighbourhood,2015-10-30,USSM11506747,2627,27.5,1435372572.0,239555.0,84147867.0,80.0,450121249.0,5511534.0,252108.0,196480803.0,1122697302.0,8013039.0,47.0,81.0,,24.0,84882.0,3.0,32313966.0,41491.0,,3422693.0,False,5E30LdtzQTGqRvNd7l6kG5
Cha Cha Cha,Cha Cha Cha,K,2023-01-17,FIWMA2200519,2624,27.5,143311775.0,42463.0,3803730.0,66.0,85239745.0,891585.0,78568.0,18889271.0,304146444.0,11041200.0,29.0,8321.0,,6.0,58900.0,7.0,20792.0,1989.0,,281032.0,False,5RX8T3EoTuXcybAxe6oPAw
Raining In Manila,Raining In Manila,Lola Amour,2023-06-14,PHW012300171,2633,27.5,136169854.0,11506.0,4813121.0,63.0,117339013.0,473732.0,279014.0,57862276.0,567845644.0,46522818.0,4.0,1084.0,,,,,,,,28884.0,False,0mtkRIAOueeXqHpyahIbtJ
Diab,Diab,Cris Mj,2023-11-08,QMFME2394856,2628,27.5,83966111.0,12847.0,42315256.0,73.0,51878795.0,239672.0,,2323.0,21053.0,146683266.0,8.0,10.0,,8.0,1878242.0,8.0,4824.0,30.0,,313530.0,True,4IJWhehNLXru5WfS71EWSx
HE KNOWS (feat. Lil Nas X),HE KNOWS (feat. Lil Nas X),Camila Cabello,2024-05-10,USUG12402116,2632,27.5,14234598.0,1591.0,38201815.0,,6333352.0,231932.0,,,,134773880.0,31.0,6010.0,22.0,44.0,4764407.0,66.0,250375.0,112.0,,35203.0,True,5TdrCQVt3l1uEz3pFdTgXC
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Feels,Calvin Harris,2017-06-16,GBARL1700772,2626,27.5,1120187276.0,153725.0,45935052.0,70.0,80920611.0,707090.0,1758196.0,369847461.0,2745676769.0,402464.0,236.0,32897.0,2.0,148.0,1143603.0,36.0,80533361.0,75735.0,1692679.0,13710879.0,True,5bcTCxgc7xVfSaMV3RuVke
Everybody make some Tik Tok,Everybody make some some Tik Tok,Bounce O,2019-05-22,ITV951900027,2621,27.5,532262.0,481.0,35220.0,13.0,,,8288070.0,108201976.0,2218181933.0,,,15.0,,,,,,,,11057.0,False,3CM2pOq8teyICFbRsJilMQ
Another Love (Tisto Re,Another Love (Tisto Re,Tom Odell,2022-05-13,GBARL2201039,2620,27.5,141141890.0,32658.0,32977028.0,67.0,26048435.0,224730.0,1662320.0,900971288.0,8556410580.0,,20.0,37145.0,,23.0,557055.0,,172209.0,366.0,,770960.0,False,4Et6tUEO7biKxZEfJXpNj1
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",His & Hers,Internet Money,2021-05-13,QZJ842000873,2631,27.5,224820131.0,81921.0,11821621.0,,49154791.0,830423.0,1713669.0,151684690.0,1272691476.0,19446900.0,66.0,294.0,,11.0,40645.0,,4052813.0,5397.0,,993226.0,True,5LKIZ4UTKebSE5VFbLSQnr
Tu Aake Dekhle,The Carnival,King,2020-09-21,FRX762050882,2629,27.5,410639967.0,33664.0,5963459.0,69.0,619113386.0,7584160.0,132004.0,4491970.0,61728216.0,,9.0,508.0,,1.0,1097.0,6.0,1824.0,,,475672.0,False,5BKKKNwrebowaMoUdBaNby
Red Leather,WE STILL DON'T TRUST YOU,Future,2024-04-12,USSM12403108,2630,27.5,22715763.0,6606.0,6526571.0,,3791463.0,74013.0,,,,381728.0,4.0,111.0,,9.0,1201097.0,14.0,305314.0,512.0,,155058.0,True,4Dx4e0X5dR6TW85dtFU42x
Viva La Vida,Meu Pai  do,Coldplay,2005-09-21,GBAYE0800265,2619,27.5,2102223775.0,335772.0,128128093.0,80.0,1412127488.0,8707376.0,1619542.0,244469571.0,2264301241.0,1233854544.0,93.0,258525.0,208.0,174.0,4371982.0,94.0,,,,54637.0,False,1mea3bSkSGXuIRvnydlB5b
Nice to Meet You,Nice to Meet You,Imagine Dragons,2024-05-24,USUM72404007,2623,27.5,15062636.0,1446.0,39911356.0,75.0,4507011.0,112133.0,1034.0,570876.0,6372350.0,112054624.0,40.0,258.0,,29.0,894139.0,29.0,1020471.0,224.0,,27497.0,False,6KmrCHbuNOsdoeDOpwetr7
Verte Ir,Verte Ir,DJ Luian,2019-03-28,QZ7B81700011,2622,27.5,550967367.0,65928.0,18945081.0,64.0,728468384.0,3473098.0,11200.0,1930550.0,20847094.0,137102567.0,35.0,3884.0,17.0,7.0,293349.0,12.0,73700065.0,8531.0,,1353531.0,False,4lzxJ4jCuFDXXGkE1LmpKR
Pink + White,Blonde,Frank Ocean,2016-08-20,QZ5C81600003,2642,27.4,1299650856.0,228950.0,71708447.0,83.0,158016588.0,1286636.0,130802.0,68303456.0,442090971.0,455453.0,163.0,6091.0,221.0,46.0,1275701.0,41.0,24819579.0,19292.0,9043608.0,2187716.0,False,3xKsf9qdS1CyvXSMEid6g8
Mother,Takin' It Back (Deluxe),Meghan Trainor,2023-03-04,USSM12300425,2640,27.4,79738242.0,12390.0,2274976.0,57.0,51124809.0,845191.0,702284.0,224708419.0,2678819017.0,431870420.0,15.0,54053.0,1088.0,4.0,7837.0,7.0,8318506.0,13444.0,,538792.0,True,69ZzhvHnSSnzMO8SMYEJWb
Flashback (feat. Gazo),Flashback,Fav,2023-09-15,DGA082396900,2654,27.4,88014813.0,16418.0,4788967.0,66.0,53097639.0,393538.0,99500.0,3276455.0,26517142.0,118125080.0,10.0,6432.0,,15.0,5475765.0,12.0,13.0,,410078.0,541305.0,True,2PWJx5FwMrMVEaTjwYait1
Space Song,Depression Cherry,Beach House,2015-08-21,USSUB1512203,2646,27.4,1099069598.0,261122.0,71073470.0,73.0,127534602.0,1660824.0,496525.0,338753643.0,2588157478.0,3593056.0,88.0,4491.0,9.0,14.0,264505.0,38.0,24447183.0,25737.0,16000671.0,7887047.0,False,1ujxjsoNvh4XgS2fUNwkZ2
OKAY,OKAY (Versions),JT,2024-04-24,USUG12400080,2641,27.4,16446111.0,1966.0,36576049.0,65.0,5578963.0,138920.0,,,,,33.0,370.0,29.0,5.0,86874.0,42.0,1687958.0,1032.0,980462.0,178540.0,True,0e1KTuawmiFLiK0Lh3nNtM
Rude,Rude,MAGIC!,2013-07-23,TCABP1349192,2650,27.4,,1472.0,287308.0,,2541095833.0,12472238.0,,,,1743156344.0,,,,,,,,,,,False,
Chill Bill,The RCA-List (Vol. 2),Rob $tone,2016-01-01,USRC11601124,2649,27.4,843861768.0,155472.0,20340958.0,70.0,278120145.0,2625552.0,18775.0,2669418.0,16756000.0,1075983.0,30.0,600.0,49.0,18.0,99006.0,,346203131.0,441719.0,,4409923.0,True,5uDASfU19gDxSjW8cnCaBp
My Way,My Way,Calvin Harris,2016-09-16,GBARL1601358,2636,27.4,1014534913.0,132592.0,41964503.0,73.0,615907345.0,3461084.0,453551.0,10268320.0,56011096.0,171305180.0,146.0,51151.0,10.0,99.0,607512.0,10.0,111067662.0,33355.0,,8339785.0,False,3ejfcz0QPyV717Vd3ta04V
Big City Life,Big City Life,Luude,2022-06-16,AUDCB1702119,2653,27.4,181323700.0,71547.0,13471679.0,65.0,17510125.0,116193.0,37362.0,12550708.0,160730392.0,16109408.0,23.0,16173.0,,4.0,4860.0,2.0,3.0,,5948682.0,780420.0,False,1LIvdWNdKmHvU0FJvw2diN
Luch La,Luch La Ley - Si,BoomBoxRepairKit,2022-05-20,QZHN62294886,2645,27.4,,,,,511029390.0,1611310.0,,,,,,1.0,,,,,,,,10.0,False,3ExCjJ3DefsXa4Sc1xwxD4
Wife,Wife,(G)I-DLE,2024-01-21,KRA392300032,2643,27.4,58909647.0,3850.0,12472972.0,,65760732.0,1341331.0,,,,1405713659.0,3.0,288.0,,1.0,151363.0,13.0,130093.0,122.0,,82069.0,False,326PEjfqveu646UhjHrth9
'Till I Collapse,The Eminem Show,Eminem,2002-05-26,USIR10211066,2651,27.4,1958809069.0,282888.0,74055843.0,79.0,1463549979.0,10918289.0,41045.0,6151095.0,54356279.0,324314535.0,83.0,1714.0,25.0,37.0,924049.0,29.0,618998662.0,1209416.0,,4812702.0,True,4xkOaSrkexMciUUogZKVTS
No Hands (feat. Roscoe Dash & Wale),No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,2010-09-06,USWB11002103,2655,27.4,662257934.0,113043.0,31739594.0,71.0,464462597.0,3215886.0,707886.0,215370319.0,1511650572.0,22268968.0,58.0,4835.0,20.0,7.0,3709.0,11.0,939708588.0,1049157.0,,4225673.0,True,03tqyYWC9Um2ZqU0ZN849H
Jumbotron Shit Poppin,Her Loss,Drake,2022-11-04,USUG12208610,2635,27.4,126296463.0,44782.0,4407877.0,62.0,37702345.0,528716.0,23780.0,8679451.0,70817893.0,146398901.0,22.0,841.0,,1.0,891.0,,5094223.0,3119.0,9731011.0,588261.0,True,2ZlABhxMMa43COmZ97kKsJ
La Nota,La Nota,Manuel Turizo,2020-10-08,QZDYA1800024,2648,27.4,560949285.0,80872.0,37192436.0,64.0,298415218.0,1583803.0,267500.0,58834137.0,576560432.0,35850480.0,124.0,22639.0,,21.0,1781933.0,49.0,29259483.0,3194.0,,1440068.0,False,5VzNsUnLmYcRfRfxpQsusa
Amor a Primera Vista,Amor a Primera Vista,Los ngeles Az,2019-06-14,MX1721901080,2644,27.4,346860422.0,29735.0,10707382.0,65.0,888138257.0,2432863.0,18009.0,4833780.0,73588039.0,29426957.0,32.0,7700.0,47.0,10.0,72268.0,16.0,43302352.0,13188.0,,1446419.0,False,5M6bJO7Cfl4lnPoAHG0EdD
Solo,Solo,Myles Smith,2023-11-15,UKXN22382205,2647,27.4,95747052.0,18521.0,23770824.0,,13990236.0,198993.0,1907.0,604177.0,9054387.0,45935756.0,29.0,8090.0,,44.0,696335.0,3.0,176881.0,306.0,588902.0,313239.0,False,4Skkx52Dh8yo4G1ijAEGs3
UNFORGIVEN (feat. Nile Rodgers),UNFORGIVEN,LE SSERAFIM,2023-05-01,USA2P2310663,2639,27.4,223652808.0,18262.0,11833709.0,70.0,129099788.0,2078161.0,85400.0,75312218.0,705088821.0,266676222.0,29.0,2567.0,32.0,4.0,24189.0,38.0,493588.0,471.0,,324686.0,False,51vRumtqbkNW9wrKfESwfu
,,Bonnadol,2023-03-15,THSOH2301617,2652,27.4,478756.0,207.0,18460.0,21.0,5028021.0,4866.0,2000000.0,13777952.0,193347455.0,,,,,,,,,,,4666.0,False,2Cat5w7hj4K9I8Y00jkQ0U
Elini Ver,Elini Ver,Amo988,2024-05-15,TRBUL2400025,2637,27.4,15352061.0,639.0,5601320.0,72.0,11854252.0,76636.0,,,,,12.0,390.0,,2.0,1581911.0,,,,,130733.0,False,4wwZyKI0OtpRfHmpxv6JdR
Sex Music,Sex Music,Tank,2010-06-29,USAT21001199,2638,27.4,5283089.0,920.0,403273.0,30.0,7187358.0,56665.0,377.0,21957.0,482153.0,738617.0,2.0,99.0,,,,,20524623.0,3482168.0,,90172.0,False,6bWD65sXguqUE4AaiEXqlw
Porfa,Porfa,Feid,2019-12-13,USUM71924087,2661,27.3,396184710.0,62515.0,16214167.0,65.0,656159660.0,2808401.0,712.0,216831.0,1796651.0,45547242.0,43.0,8597.0,9.0,21.0,126240.0,17.0,14228113.0,2733.0,,1168477.0,False,4TOmcZvw0gHa7GiXRbcYAW
P power (feat. Drake),DRIP SEASON 4EVER,Gunna,2022-01-07,QMCE32200042,2671,27.3,307122295.0,91786.0,17784294.0,69.0,31666337.0,395808.0,142300.0,49947875.0,327835388.0,42553980.0,19.0,3448.0,154.0,11.0,64551.0,3.0,14840512.0,9645.0,,1132723.0,True,0lEjxUUlKqjqXrVlIHFduD
I Can See You (Taylors Version) (From The,Speak Now (Taylor's Version),Taylor Swift,2023-07-07,USUG12302091,2673,27.3,247056218.0,19231.0,16723973.0,69.0,41065721.0,1260603.0,139100.0,34732272.0,386594049.0,756308958.0,30.0,21779.0,3.0,13.0,387578.0,43.0,3133286.0,2751.0,283563.0,459379.0,False,5kHMfzgLZP95O9NBy0ku4v
Dernire d,Dernire D,Indila,2013-11-13,FRUM71301049,2672,27.3,410783411.0,84509.0,10769145.0,72.0,1717040143.0,17082350.0,309984.0,152093157.0,1251931456.0,207204169.0,18.0,12131.0,,35.0,6308639.0,2.0,4540897.0,13830.0,,10550609.0,False,65uoaqX5qcjXZRheAj1qQT
Prada (Valexus Remix),Prada (feat. Valexus) [Valexus Remix],cass,2023-09-08,GBCEN2300156,2667,27.3,47098121.0,16949.0,17937069.0,,,,,,,,4.0,321.0,,7.0,3429.0,5.0,128025.0,111.0,9316214.0,185116.0,True,1hmI7H4W0ChPH6vfa9i2CQ
"A ver, a ver - Ric Piccolo Edit","A ver, a ver (Ric Piccolo Edit)",Donald,2022-08-24,GBUQH2200069,2666,27.3,67852.0,531.0,98875.0,10.0,421207701.0,529059.0,,,,,1.0,557.0,,,,,,,,,False,0Q2Gq6ddwyfbpScUIBcgOf
Fight Song,Fight Song,Rachel Platten,2014-12-02,USSM11500753,2670,27.3,897794289.0,92326.0,47254001.0,69.0,101998780.0,1084274.0,2209428.0,115034762.0,1021462418.0,2330.0,2.0,117518.0,507.0,20.0,59768.0,47.0,470921326.0,687787.0,,,False,37f4ITSlgPX81ad2EvmVQr
Pepas,Pepas - Single,Farruko,2022-08-20,QZN882262975,2974,27.3,1490710634.0,11.0,1849.0,,,,,,,,1.0,,,,,,,,,,False,
Satu Rasa Cinta,Satu Rasa Cinta - Single,Happy Asmara,2022-12-03,DGA082216479,2662,27.3,3451208.0,248.0,31310.0,37.0,10165956.0,42703.0,2410953.0,11483292.0,319066421.0,,,12.0,,,,,,,,,False,6Hqx6PjkttKBRS9A6AakU3
South of the Border (feat. Camila Cabello & Cardi B),South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,2019-07-11,GBAHS1900714,2665,27.3,765374782.0,69032.0,29531913.0,67.0,419150011.0,3838603.0,77443.0,6020979.0,43199667.0,171357012.0,109.0,136075.0,43.0,353.0,748613.0,32.0,51150454.0,40049.0,524871.0,4294116.0,False,4vUmTMuQqjdnvlZmAH61Qk
Losing It,Losing It,FISHER,2018-07-13,CA5KR1821202,2668,27.3,523954769.0,213614.0,31880596.0,67.0,96992359.0,915175.0,44648.0,32897654.0,313069043.0,5471148.0,102.0,17311.0,100.0,43.0,349670.0,36.0,8197498.0,19923.0,,8854107.0,False,6ho0GyrWZN3mhi9zVRW7xi
MATHEMATICAL DISRESPECT,MATHEMATICAL DISRESPECT,Lil Mabu,2023-05-05,QZVEM2324634,2657,27.3,165642949.0,39238.0,3356524.0,62.0,13111498.0,338766.0,202400.0,91978574.0,709390008.0,277235691.0,3.0,63.0,555.0,,,,1467373.0,10053.0,,328655.0,True,0Ymjv0OJeIIPXr6s9wi3iW
Swervin (feat. 6ix9ine),Hoodie SZN,A Boogie Wit da Hoodie,2018-12-21,USAT21812918,2660,27.3,815243082.0,140617.0,18381330.0,66.0,258514568.0,1970363.0,111271.0,87072918.0,649866119.0,8004499.0,43.0,3857.0,47.0,12.0,8457.0,12.0,94670283.0,67712.0,,1328950.0,True,1wJRveJZLSb1rjhnUHQiv6
Dick (feat. Doja Cat),Dick (feat. Doja Cat),StarBoi3,2021-04-23,USRC12100749,2669,27.3,247462687.0,55580.0,12451213.0,61.0,76319678.0,1242250.0,881035.0,270293066.0,1691904373.0,33255959.0,26.0,937.0,,5.0,4470.0,8.0,3787909.0,12036.0,17109367.0,3937642.0,True,3nY8AqaMNNHHLYV4380ol0
Perfect Strangers,Perfect Strangers,Jonas Blue,2016-06-03,GBUM71602437,2664,27.3,1050246077.0,113716.0,28088689.0,69.0,917728451.0,4676705.0,92540.0,8116828.0,62167288.0,264268663.0,95.0,64388.0,,45.0,626313.0,5.0,22195250.0,14777.0,,9355617.0,False,3P3pw6C19j31Rnzgo3JG7o
Hey Brother,TRUE,Avicii,2013-01-01,CH3131340084,2663,27.3,1007623089.0,168666.0,43769189.0,72.0,936816983.0,7135806.0,82215.0,16452743.0,160676196.0,188246082.0,57.0,81281.0,28.0,51.0,151326.0,13.0,183199524.0,305146.0,,10854307.0,False,4lhqb6JvbHId48OUJGwymk
Otra Noche,Otra Noche - Single,Los ngeles Az,2021-11-11,MX1722101437,2659,27.3,238849559.0,26517.0,11475144.0,64.0,401770615.0,1536208.0,1275.0,1185903.0,16815994.0,10816168.0,12.0,12312.0,211.0,13.0,369524.0,5.0,3690918.0,2072.0,,885927.0,False,1bh78E6P230qD5OLLNnAqq
Yet To Come,Proof,BTS,2022-06-10,USA2P2226300,2656,27.3,344744597.0,16095.0,22964291.0,64.0,264915434.0,15060408.0,359475.0,122010208.0,973086190.0,559165676.0,28.0,25341.0,77.0,15.0,304852.0,8.0,920415.0,869.0,,625565.0,False,10SRMwb9EuVS1K9rYsBfHQ
When I'm Gone,When Im Gone (with Katy,Alesso,2021-12-29,USUG12106230,2658,27.3,279996207.0,36648.0,30173875.0,64.0,42705657.0,691402.0,1943.0,977042.0,19367991.0,1087314726.0,71.0,251715.0,901.0,43.0,750115.0,44.0,50039519.0,3089.0,,1785826.0,False,5902W4uHWzhtOff1UK7the
Girlfriend,The Second Wave (Deluxe),Ruger,2022-06-17,GBARL2201233,2691,27.2,56670689.0,18344.0,1864537.0,16.0,126849797.0,654337.0,1373186.0,19812568.0,344920965.0,34681748.0,31.0,6751.0,1.0,2.0,131930.0,8.0,529966.0,444.0,,2142023.0,True,57jUCJelGAISFxuea34lrr
WATATI (feat. Aldo Ranks) [From Barbie The Album],WATATI (feat. Aldo Ranks) [From Barbie The Album],KAROL G,2023-06-01,USAT22305791,2680,27.2,100094720.0,10333.0,11971076.0,62.0,114762460.0,834616.0,389200.0,34507211.0,686876114.0,2604422.0,,,183.0,12.0,233950.0,,8878410.0,902.0,305973.0,,False,6MZi5j60L80SZLBxN0bv8s
911,911,Fuerza Regida,2022-11-30,QZ9QQ2200130,2676,27.2,181695722.0,14262.0,7383896.0,68.0,188904937.0,781510.0,270390.0,104665493.0,1079156243.0,65064.0,8.0,1645.0,,3.0,32011.0,1.0,23076731.0,5904.0,,567312.0,False,1O0IFR3MYqgQbziKTCf0X4
Always,NEVER ENOUGH,Daniel Caesar,2023-04-07,USUG12209355,2688,27.2,281707091.0,40049.0,16537367.0,74.0,23447030.0,216253.0,119645.0,29519019.0,236748049.0,38135485.0,13.0,9.0,26.0,3.0,2038.0,5.0,444186.0,872.0,,494628.0,True,2LlOeW5rVcvl3QcPNPcDus
YKWIM?,Bipolar,Yot Club,2019-05-31,CAGOO1966522,2681,27.2,675984633.0,147651.0,25369800.0,75.0,118564792.0,1898029.0,156693.0,168264666.0,882048158.0,182.0,8.0,10.0,,3.0,39672.0,11.0,6567978.0,7872.0,17184881.0,1248383.0,False,2vWBUC9djv6BtiGlmKiQaH
Damage,Damage,H.E.R.,2020-10-21,USRC11903897,2686,27.2,108241832.0,24791.0,8314569.0,53.0,206773555.0,1296813.0,164089.0,11238095.0,122657966.0,32626219.0,82.0,229820.0,378.0,24.0,606294.0,29.0,183123789.0,60457.0,,1838870.0,False,0KS2h61pHQ4WmOwruD7uxD
Rags2Riches 2 (feat. Lil Baby),Pray 4 Love (Deluxe),Rod Wave,2020-08-07,USLD91728036,2687,27.2,227802182.0,65190.0,11346495.0,61.0,69718488.0,722875.0,2019064.0,105311337.0,749906169.0,,14.0,82591.0,101.0,3.0,4527.0,9.0,76274129.0,39356.0,,534826.0,True,40TPiJpvwGIyvPjJMDTKfy
Bellyache,Bellyache,Billie Eilish,2017-02-24,USUM71615103,2679,27.2,965899534.0,101445.0,18858886.0,73.0,834705559.0,10523313.0,50459.0,42091450.0,287094813.0,84532929.0,76.0,2181.0,61.0,15.0,208011.0,32.0,83838375.0,64161.0,,3988502.0,False,51NFxnQvaosfDDutk0tams
No Wahala,No Wahala,1da Banton,2021-07-02,QZHZ52129395,2685,27.2,154010050.0,66808.0,4409868.0,63.0,234249323.0,1315242.0,417782.0,60004357.0,729439284.0,35766547.0,38.0,8575.0,129.0,13.0,538366.0,,8880471.0,1657.0,,2109482.0,False,4vHy2IHzf3EabEa7oMpUZB
Wait a Minute!,ARDIPITHECUS,WILLOW,2015-01-11,QMJMT1500801,2678,27.2,1081039358.0,220073.0,41752381.0,73.0,422709495.0,5234949.0,1620541.0,275664623.0,2051079047.0,70203.0,65.0,14873.0,,31.0,308544.0,17.0,31208630.0,67960.0,,7344889.0,False,0y60itmpH0aPKsFiGxmtnh
HONEY BEES,HONEY BEES - Single,Hachi,2023-02-06,TCJPU2362002,2675,27.2,423395.0,229.0,2853.0,29.0,316523235.0,1071321.0,31700.0,2392537.0,14242780.0,121017.0,,1.0,,,,,,,,314.0,False,2LEk86uN9BRFvn0huhDrry
Gypsy,Gypsy,G.D. Kaur,2022-05-10,FR96X2229645,2682,27.2,58989412.0,4708.0,1055037.0,3.0,457435947.0,2665092.0,475.0,34450.0,756707.0,,,3.0,,,,,,,,116513.0,False,1jatFRyNym063A5LiYe5uR
Ojos Marrones,Ojos Marrones,Lasso,2022-06-03,MXUM72200528,2690,27.2,370988405.0,33800.0,12228512.0,68.0,69184223.0,532555.0,856300.0,142179351.0,1614554007.0,80243.0,23.0,50826.0,392.0,9.0,88374.0,36.0,332657.0,2595.0,,1087892.0,False,2Ga1FnYssxRlMukIDI0f0y
WASTE,DISORDER,Kxllswxtch,2021-10-29,USUYG1393224,2684,27.2,272051636.0,64633.0,11550020.0,72.0,39751949.0,818015.0,298019.0,180786694.0,1314232560.0,,3.0,38.0,,,,,399622.0,1480.0,15677219.0,1447289.0,True,4NgherJDfCXWBZBYheM4jK
512,Primer Dia de Clases,Mora,2021-02-05,QM4TW2165662,2674,27.2,475820416.0,85784.0,28617350.0,70.0,270122797.0,1714650.0,110300.0,53172890.0,369308687.0,41079392.0,30.0,7754.0,76.0,8.0,62828.0,15.0,3189429.0,2491.0,,698305.0,True,5jzEwSyyymBlf1fa1o39T2
MTG MALDIO ET,MTG MALDIO ET,DJ GLK,2022-08-05,BXIV82279381,2689,27.2,,6258.0,1213114.0,,,,2809514.0,97960938.0,1396251598.0,,,,,,,,,,,,True,0bToGTsHMJId2jWsn612ba
Little Things x Gypsy Woman - L BEATS MASHUP,Little Things x Gypsy Woman (L BEATS MASHUP),Jorja Smith,2023-06-30,QM7282376030,2677,27.2,123627077.0,39465.0,44425341.0,71.0,,,4200.0,1046261.0,19231842.0,,13.0,15034.0,,30.0,549938.0,13.0,15420.0,191.0,,420572.0,False,6xp1u6ZEHXX8DxJIFFrVoP
Wake Up (feat. Chris Brown),Wake Up (feat. Chris Brown),Skylar Blatt,2024-04-26,USAR12300479,2683,27.2,8040021.0,1100.0,6340545.0,,4152404.0,115149.0,,,,16204986.0,13.0,14072.0,37.0,2.0,623.0,11.0,2166042.0,394.0,139022.0,160973.0,True,6pMHL7A5CEPzHHKDRAAMEM
Sguelo Bail,Odisea,Ozuna,2017-08-25,USXDR1700560,2705,27.1,544755640.0,58066.0,16986234.0,66.0,1070075376.0,4032330.0,134206.0,24277629.0,174267433.0,145733049.0,27.0,4826.0,,12.0,55568.0,14.0,102769166.0,16556.0,,2212531.0,False,5Y9fnynLlIvqtM710MHzfz
Arranca (feat. Omega),Arranca (feat. Omega),Becky G,2023-03-10,USRC12300209,2699,27.1,161172707.0,23604.0,23467570.0,66.0,52352229.0,353891.0,33264.0,7184433.0,140240096.0,6507698.0,48.0,71615.0,534.0,45.0,1978100.0,35.0,12462344.0,1009.0,37415.0,1364052.0,False,6IdcyYfBz9LG3SWIKVyNgh
The Family Madrigal,Encanto (Original Motion Picture Soundtrack),Stephanie Beatriz,2021-11-19,USWD12112911,2698,27.1,217919853.0,22687.0,11527473.0,63.0,351386257.0,1758940.0,189071.0,135800782.0,1067404078.0,117035357.0,19.0,714.0,,1.0,81124.0,9.0,45064909.0,42262.0,,143875.0,False,4b1yxSdlumA8N4fEk4UOZp
Hasta Abajo,Hasta Abajo,KEVIN ROLDAN,2019-07-26,USUM71913434,2702,27.1,380367132.0,62939.0,11576619.0,64.0,663705750.0,3083081.0,542284.0,65038406.0,495501340.0,109211682.0,27.0,2027.0,,8.0,59407.0,1.0,1082805.0,1980.0,,1389750.0,False,4PEfJZpVjdclfzZ9XO8uDw
Flawlss (feat. Lil Uzi V,Lyf,Yeat,2022-09-09,USUM72217061,2701,27.1,233573513.0,67981.0,8674549.0,69.0,39331190.0,479798.0,34666.0,20275957.0,122612542.0,185705404.0,12.0,25.0,72.0,3.0,126922.0,4.0,466511.0,3737.0,,647093.0,True,1a019wP7IdYLexwbmfZPm3
Praise Jah in the Moonlight,Praise Jah in the Moonlight - Single,Uzii BigTalk,2023-12-25,TCAHS2392343,2694,27.1,,121.0,660.0,,,,,7381338.0,94798200.0,,,42282.0,,,,,,,,3863739.0,True,
Bon app,Bon App,Katy Perry,2017-04-28,USUM71702488,2700,27.1,280898252.0,32458.0,9112382.0,60.0,1396756746.0,8674599.0,17923.0,11896504.0,137526328.0,201528139.0,47.0,8188.0,,27.0,139079.0,11.0,3712696.0,13608.0,,2560144.0,False,4rHmKlFRiFzabiVO6e9w2e
